name,slug,type,description,address,city,state,county,zip_code,phone,email,website,age_range_min,age_range_max,age_min_months,age_max_months,capacity,license_number,is_verified_by_gov,source,ages_served_raw,lat,lng
ST. STEPHEN OF HUNGARY SCHOOL,st-stephen-of-hungary-school-new-york-1431,school,,408 EAST 82 STREET,New York,NY,Manhattan,10028,+12122881989,,www.archny.org/education,3,5,36.0,60,12,DC1431,True,NYC_DOHMH,3 YEARS - 5 YEARS,,
SUTTON PLACE SYNAGOGUE,sutton-place-synagogue-new-york-7512,school,,225 EAST 51 STREET,New York,NY,Manhattan,10022,+12128266204,,www.spsnyc.org,2,5,24.0,60,65,7512,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
GYMBOREE PLAY & MUSIC OF MANHATTAN,gymboree-play-music-of-manhattan-new-york-3726,camp,,235 EAST   38 STREET,New York,NY,Manhattan,10016,+12128670250,,gymboreeclasses.com,0,16,,192,50,103726,True,NYC_DOHMH,0 YEARS - 16 YEARS,,
TEMPLE ISRAEL OF THE CITY OF NEW YORK,temple-israel-of-the-city-of-new-york-new-york-2171,school,,112 EAST 75 STREET,New York,NY,Manhattan,10021,+12122495001,,www.templeisraelnyc.org,2,5,24.0,60,85,2171,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
LEGGETT MEMORIAL EARLY CHILDHOOD CENTER,leggett-memorial-early-childhood-center-new-york-1997,school,,237 EAST 104 STREET,New York,NY,Manhattan,10029,+12128286051,,www.unionsettlement.org,2,5,24.0,60,90,1997,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
CHABAD OF GRAMERCY PARK,chabad-of-gramercy-park-new-york-8050,school,,121 WEST 19TH STREET,New York,NY,Manhattan,10011,+12122299075,,www.nycpreschool.org,2,5,24.0,60,39,8050,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
STEPHEN GAYNOR SCHOOL,stephen-gaynor-school-new-york-0424,school,,148 WEST 90TH STREET,New York,NY,Manhattan,10024,+12127877070,,,3,5,36.0,60,0,DC20424,True,NYC_DOHMH,3 YEARS - 5 YEARS,,
UNIVERSITY SETTLEMENT SOCIETY OF NEW YORK,university-settlement-society-of-new-york-new-york-6101,school,,4 WASHINGTON SQUARE VILLAGE,New York,NY,Manhattan,10012,+12129822273,,www.universitysettlement.org,2,5,24.0,60,66,56101,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
THE EPISCOPAL SCHOOL IN THE CITY OF NEW YORK,the-episcopal-school-in-the-city-of-new-york-new-york-4201,school,,35 EAST 69 STREET,New York,NY,Manhattan,10021,+12128799764,,www.episcopalschool.org,2,5,24.0,60,120,4201,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
CHINESE AMERICAN PLANNING COUNCIL INC.,chinese-american-planning-council-inc-new-york-2217,school,,21 ST. JOHN'S LANE  (AKA 1 YORK ST),New York,NY,Manhattan,10013,+12129255641,,,2,5,24.0,60,39,52217,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
"RENA DAY CARE CENTERS, INC.",rena-day-care-centers-inc-new-york-4322,school,,639 EDGECOMBE AVENUE,New York,NY,Manhattan,10032,+12127953700,,,2,5,24.0,60,184,4322,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
"SHUGAH BAYBEES CDC, INC",shugah-baybees-cdc-inc-new-york-5110,school,,129 - 135 West 138 Street,New York,NY,Manhattan,10030,+16469520103,,Shugahbaybeesnyc.com,2,5,24.0,60,20,105110,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
"THE RECTOR, WARDENS AND VESTRY OF CHRIST AND ST. STEPHEN'S EPISCOPAL CHURCH",the-rector-wardens-and-vestry-of-christ-and-st-stephen-s-episcopal-church-new-york-0258,school,,122 WEST 69TH STREET,New York,NY,Manhattan,10023,+12127872755,,www.csschurch.org,2,5,24.0,60,58,10258,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
BANK STREET COLLEGE FAMILY CENTER,bank-street-college-family-center-new-york-5728,school,,610 WEST 112 STREET,New York,NY,Manhattan,10025,+12128754412,,www.bankstreet.edu,2,5,24.0,60,50,5728,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
MANHATTAN DAY SCHOOL,manhattan-day-school-new-york-4990,school,,310 WEST 75TH STREET,New York,NY,Manhattan,10023,+12123766800,,,3,5,36.0,60,0,DC24990,True,NYC_DOHMH,3 YEARS - 5 YEARS,,
"JAPANESE CHILDREN'S SOCIETY, INC.",japanese-children-s-society-inc-new-york-3617,school,,310 WEST 103RD STREET,New York,NY,Manhattan,10025,+12129358535,,www.japaneseschool.org,2,5,24.0,60,37,103617,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
"BRIGHT HORIZONS CHILDREN'S CENTERS, LLC",bright-horizons-children-s-centers-llc-new-york-1197,daycare,,409 EAST 60TH STREET,New York,NY,Manhattan,10022,+12127504534,,wwwbrighthorizons.com/weillcor,0,2,,24,36,51197,True,NYC_DOHMH,0 YEARS - 2 YEARS,,
PS OF THE ARTS,ps-of-the-arts-new-york-2983,daycare,,337 2ND AVENUE,New York,NY,Manhattan,10003,+12126777375,,www.nyc.preschool.org,0,2,,24,24,72983,True,NYC_DOHMH,0 YEARS - 2 YEARS,,
"PLAYGARDEN MADISON PREP, LLC",playgarden-madison-prep-llc-new-york-4822,school,,1366 MADISON AVENUE,New York,NY,Manhattan,10128,+12129659718,,www.playgardenprep.com,2,5,24.0,60,30,104822,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
"BROADWAY HOUSING COMMUNITIES, INC.",broadway-housing-communities-inc-new-york-7319,school,,583 RIVERSIDE DRIVE,New York,NY,Manhattan,10031,+12128627155,,www.bhc.org,2,5,24.0,60,51,7319,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
BRIGHT HORIZONS AT WEST 72ND,bright-horizons-at-west-72nd-new-york-4316,school,,253 West 72ND ST,New York,NY,Manhattan,10023,+16469799771,,www.brighthorizons.com,2,5,24.0,60,53,104316,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
ECOLE INTERNATIONAL PRESCHOOL,ecole-international-preschool-new-york-3838,school,,206 5 AVENUE,New York,NY,Manhattan,10010,+16467661835,,,3,5,36.0,60,0,DC33838,True,NYC_DOHMH,3 YEARS - 5 YEARS,,
WOODSIDE PRE-K PROGRAM,woodside-pre-k-program-new-york-1982,school,,140 RIVERSIDE BOULEVARD,New York,NY,Manhattan,10069,+12123626032,,,3,5,36.0,60,0,DC11982,True,NYC_DOHMH,3 YEARS - 5 YEARS,,
HUDSONWAY IMMERSION SCHOOL,hudsonway-immersion-school-new-york-5051,school,,525 WEST   52 STREET,New York,NY,Manhattan,10019,+12127878088,,,2,5,24.0,60,116,105051,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
BASIC TRUST,basic-trust-new-york-3795,daycare,,127 WEST 94TH STREET,New York,NY,Manhattan,10025,+12122226602,,www.basictrust.org,0,2,,24,18,103795,True,NYC_DOHMH,0 YEARS - 2 YEARS,,
"JAPANESE CHILDREN'S SOCIETY, INC.",japanese-children-s-society-inc-new-york-3617,school,,310 WEST 103RD STREET,New York,NY,Manhattan,10025,+12129358535,,www.japaneseschool.org,2,5,24.0,60,37,103617,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
FRENCH INSTITUTE ALLIANCE FRANCAISE,french-institute-alliance-francaise-new-york-2557,school,,22 EAST 60TH STREET,New York,NY,Manhattan,10022,+16463886605,,www.fiaf.org,2,5,24.0,60,30,22557,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
THE MEDICAL CENTER NURSERY SCHOOL,the-medical-center-nursery-school-new-york-3053,school,,60 HAVEN AVENUE,New York,NY,Manhattan,10032,+12123047040,,www.mcns.org,2,5,24.0,60,60,3053,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
ST. BERNARD'S KINDERGARTEN,st-bernard-s-kindergarten-new-york-2853,school,,4 EAST 98 STREET,New York,NY,Manhattan,10029,+12122892878,,www.stbernards.org,3,5,36.0,60,50,DC2853,True,NYC_DOHMH,3 YEARS - 5 YEARS,,
"VILLAGE INFANT CENTER, INC.",village-infant-center-inc-new-york-7733,school,,134-136 WEST 10TH STREET,New York,NY,Manhattan,10014,+12126451238,,www.villagepreschoolcenter.com,2,5,24.0,60,83,7733,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
METROKIDS CRADLE (SOUTH END) INC,metrokids-cradle-south-end-inc-new-york-4985,school,,25 Tudor City Place,New York,NY,Manhattan,10017,+12126814671,,www.metrokidscradle.com,2,5,24.0,60,60,104985,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
NEW YORK KIDS CLUB,new-york-kids-club-new-york-2318,school,,280 PARK AVENUE SOUTH,New York,NY,Manhattan,10010,+12123751100,,www.nykidsclub.com,2,5,24.0,60,29,82318,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
NEW YORK KIDS CLUB,new-york-kids-club-new-york-2318,school,,280 PARK AVENUE SOUTH,New York,NY,Manhattan,10010,+12123751100,,www.nykidsclub.com,2,5,24.0,60,29,82318,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
BRIGHT HORIZONS CHILDREN'S CENTERS,bright-horizons-children-s-centers-new-york-4817,school,,100 WEST 89TH STREET,New York,NY,Manhattan,10024,+16469300380,,Brighthorizons.com/west89th,2,5,24.0,60,28,74817,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
PRESCHOOL OF THE ARTS,preschool-of-the-arts-new-york-5551,daycare,,121 WEST   19 STREET,New York,NY,Manhattan,10011,+12122299075,,,0,2,,24,10,105551,True,NYC_DOHMH,0 YEARS - 2 YEARS,,
MSH 1456 LLC,msh-1456-llc-new-york-4309,school,,1456 FIRST AVENUE,New York,NY,Manhattan,10021,+12128793495,,MANHATTANSCHOOLHOUSE.COM,2,5,24.0,60,26,104309,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
MSH 1456 LLC,msh-1456-llc-new-york-4309,school,,1456 FIRST AVENUE,New York,NY,Manhattan,10021,+12128793495,,MANHATTANSCHOOLHOUSE.COM,2,5,24.0,60,26,104309,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
THE RIVERSIDE CHURCH IN THE CITY OF NEW YORK,the-riverside-church-in-the-city-of-new-york-new-york-1782,school,,490 RIVERSIDE DRIVE,New York,NY,Manhattan,10027,+12128706743,,www.wdsnyc.org,2,5,24.0,60,145,1782,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
STAR  AMERICA  M  INC.,star-america-m-inc-new-york-7431,school,,780 8TH AVENUE,New York,NY,Manhattan,10036,+12122624896,,www.staramericapreschool.com,2,5,24.0,60,60,7431,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
PARK CHILDREN'S DAY SCHOOL,park-children-s-day-school-new-york-4038,school,,4 WEST 76TH STREET,New York,NY,Manhattan,10023,+12122883247,,www.parkchildrensdayschool.org,2,5,24.0,60,139,64038,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
THE LEARNING EXPERIENCE,the-learning-experience-new-york-5291,daycare,,814 AMSTERDAM AVENUE,New York,NY,Manhattan,10025,+12123160890,,thelearningexperience.com,0,2,,24,18,105291,True,NYC_DOHMH,0 YEARS - 2 YEARS,,
THE LEARNING EXPERIENCE,the-learning-experience-new-york-5291,daycare,,814 AMSTERDAM AVENUE,New York,NY,Manhattan,10025,+12123160890,,thelearningexperience.com,0,2,,24,18,105291,True,NYC_DOHMH,0 YEARS - 2 YEARS,,
THE LEARNING EXPERIENCE,the-learning-experience-new-york-5291,daycare,,814 AMSTERDAM AVENUE,New York,NY,Manhattan,10025,+12123160890,,thelearningexperience.com,0,2,,24,18,105291,True,NYC_DOHMH,0 YEARS - 2 YEARS,,
THE LEARNING EXPERIENCE,the-learning-experience-new-york-5291,daycare,,814 AMSTERDAM AVENUE,New York,NY,Manhattan,10025,+12123160890,,thelearningexperience.com,0,2,,24,18,105291,True,NYC_DOHMH,0 YEARS - 2 YEARS,,
MANHATTAN SCHOOLHOUSE LLC,manhattan-schoolhouse-llc-new-york-5315,daycare,,507 West 28 Street,New York,NY,Manhattan,10001,+12126151581,,,0,2,,24,42,105315,True,NYC_DOHMH,0 YEARS - 2 YEARS,,
AVENUES NEW YORK,avenues-new-york-new-york-5665,school,,536 WEST   26 STREET,New York,NY,Manhattan,10001,+16466640925,,,3,5,36.0,60,0,DC35665,True,NYC_DOHMH,3 YEARS - 5 YEARS,,
ADDIE MAE COLLINS COMMUNITY SERVICES INC.,addie-mae-collins-community-services-inc-new-york-4778,school,,2322 THIRD AVE,New York,NY,Manhattan,10035,+12128313144,,www.addiemaecollins.org,2,5,24.0,60,155,24778,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
THE CHILDREN'S LEARNING CENTER AT MORNINGSIDE HEIGHTS,the-children-s-learning-center-at-morningside-heights-new-york-6887,school,,90 LASALLE STREET,New York,NY,Manhattan,10027,+12126639318,,www.clcnyc.com,2,5,24.0,60,30,6887,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
MSH 1538 LLC,msh-1538-llc-new-york-5866,school,,1538 2 AVENUE,New York,NY,Manhattan,10028,+12128371746,,,2,5,24.0,60,120,105866,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
GYMBOREE PLAY & MUSIC UES,gymboree-play-music-ues-new-york-3674,camp,,1622 1 AVENUE,New York,NY,Manhattan,10028,+12124529814,,gymboreeclasses.com,0,16,,192,60,103674,True,NYC_DOHMH,0 YEARS - 16 YEARS,,
BRIGHT HORIZONS AT EAST 46TH STREET,bright-horizons-at-east-46th-street-new-york-4608,daycare,,127 East 46th Street,New York,NY,Manhattan,10017,+16463489011,,www.brighthorizons.com,0,2,,24,36,104608,True,NYC_DOHMH,0 YEARS - 2 YEARS,,
BASIC TRUST,basic-trust-new-york-3795,daycare,,127 WEST 94TH STREET,New York,NY,Manhattan,10025,+12122226602,,www.basictrust.org,0,2,,24,18,103795,True,NYC_DOHMH,0 YEARS - 2 YEARS,,
BASIC TRUST,basic-trust-new-york-3795,daycare,,127 WEST 94TH STREET,New York,NY,Manhattan,10025,+12122226602,,www.basictrust.org,0,2,,24,18,103795,True,NYC_DOHMH,0 YEARS - 2 YEARS,,
CAMP KESHET,camp-keshet-new-york-4493,camp,,50 EAST 87 STREET,New York,NY,Manhattan,10128,+12123692600,,www.pasyn.org,0,16,,192,104,34493,True,NYC_DOHMH,0 YEARS - 16 YEARS,,
"HAMILTON - MADISON HOUSE, INC.",hamilton-madison-house-inc-new-york-7404,school,,253 SOUTH STREET,New York,NY,Manhattan,10002,+12124067570,,www.hmhonline.org,2,5,24.0,60,52,7404,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
BRIGHT HORIZONS AT WEST VILLAGE,bright-horizons-at-west-village-new-york-4717,daycare,,644 Greenwich Street,New York,NY,Manhattan,10014,+16463489012,,BRIGHTHORIZONS.COM/WESTVILLAGE,0,2,,24,36,104717,True,NYC_DOHMH,0 YEARS - 2 YEARS,,
LA MATERNELLE II LLC,la-maternelle-ii-llc-new-york-5609,school,,80 Riverside Boulevard,New York,NY,Manhattan,10069,+19292482933,,,2,5,24.0,60,25,105609,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
FRENCH INSTITUTE ALLIANCE FRANCAISE,french-institute-alliance-francaise-new-york-2557,school,,22 EAST 60TH STREET,New York,NY,Manhattan,10022,+16463886605,,www.fiaf.org,2,5,24.0,60,30,22557,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
FRIENDS OF CROWN HEIGHT EDUCATIONAL CENTERS,friends-of-crown-height-educational-centers-new-york-6538,school,,3732 10TH AVENUE,New York,NY,Manhattan,10034,+12125675655,,fochdaycare.org,2,5,24.0,60,64,26538,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
STEPHEN WISE FREE SYNAGOGUE,stephen-wise-free-synagogue-new-york-4898,school,,30 WEST 68 STREET,New York,NY,Manhattan,10023,+12128774050,,www.ecc.swfs.org,2,5,24.0,60,78,4898,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
STEPHEN WISE FREE SYNAGOGUE,stephen-wise-free-synagogue-new-york-4898,school,,30 WEST 68 STREET,New York,NY,Manhattan,10023,+12128774050,,www.ecc.swfs.org,2,5,24.0,60,78,4898,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
THE JEWEL OF HARLEM CENTERS,the-jewel-of-harlem-centers-new-york-3975,school,,1990-1996 Amsterdam  Avenue,New York,NY,Manhattan,10032,+12122341036,,jewelsofharlem.com,2,5,24.0,60,50,103975,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
GUIDEPOST MONTESSORI AT COLUMBUS SQUARE,guidepost-montessori-at-columbus-square-new-york-4727,school,,775 COLUMBUS AVENUE,New York,NY,Manhattan,10025,+15513331337,,https://polis.school,2,5,24.0,60,135,104727,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
GUIDEPOST MONTESSORI AT COLUMBUS SQUARE,guidepost-montessori-at-columbus-square-new-york-4727,school,,775 COLUMBUS AVENUE,New York,NY,Manhattan,10025,+15513331337,,https://polis.school,2,5,24.0,60,135,104727,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
METROKIDS CRADLE ( SOUTH END) INC,metrokids-cradle-south-end-inc-new-york-4693,daycare,,44 Market  Street,New York,NY,Manhattan,10002,+12123469868,,www.metrokidscradle.com,0,2,,24,27,104693,True,NYC_DOHMH,0 YEARS - 2 YEARS,,
GREEN IVY PINE STREET SCHOOL,green-ivy-pine-street-school-new-york-5406,school,,25 PINE STREET,New York,NY,Manhattan,10005,+13479636757,,www.pinestreetschool.com,3,5,36.0,60,0,DC35406,True,NYC_DOHMH,3 YEARS - 5 YEARS,,
THE HUDSON GUILD,the-hudson-guild-new-york-4470,school,,538 WEST   55 STREET,New York,NY,Manhattan,10019,+12127572047,,WWW.HUDSONGUILD.ORG,2,5,24.0,60,90,104470,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
Y M/Y W H A OF WASHINGTON HEIGHTS & INWOOD INC.,y-m-y-w-h-a-of-washington-heights-inwood-inc-new-york-1605,school,,54 NAGLE AVENUE,New York,NY,Manhattan,10040,+16467386090,,www.ywashhts.org,2,5,24.0,60,135,1605,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
SUNSHINE LC OF 3RD AVE LLC,sunshine-lc-of-3rd-ave-llc-new-york-1439,school,,2205 THIRD AVENUE,New York,NY,Manhattan,10035,+16467573168,,www.sunshinenewyork.com,2,5,24.0,60,106,91439,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
BRIGHT HORIZONS AT WEST 14TH,bright-horizons-at-west-14th-new-york-5030,school,,255 West 14 Street,New York,NY,Manhattan,10011,+13322558503,,www.brighthorizons.com,2,5,24.0,60,46,105030,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
NY KIDS CLUB,ny-kids-club-new-york-5464,school,,11 5th Ave,New York,NY,Manhattan,10003,+19173638153,,,2,5,24.0,60,30,105464,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
RENAISSANCE VILLAGE LLC.,renaissance-village-llc-new-york-7707,school,,220 CABRINI BOULEVARD,New York,NY,Manhattan,10033,+12129287855,,WWW.RENVILLAGE.COM,2,5,24.0,60,29,7707,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
RENAISSANCE VILLAGE LLC.,renaissance-village-llc-new-york-7707,school,,220 CABRINI BOULEVARD,New York,NY,Manhattan,10033,+12129287855,,WWW.RENVILLAGE.COM,2,5,24.0,60,29,7707,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
KINDERCARE EDUCATION AT WORK  LLC,kindercare-education-at-work-llc-new-york-4383,school,,311 Greenwich  Street,New York,NY,Manhattan,10013,+12129621316,,,2,5,24.0,60,80,104383,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
ASPHALT GREEN SUMMER DAY CAMP,asphalt-green-summer-day-camp-new-york-4347,camp,,555 East 90 street,New York,NY,Manhattan,10128,+12122987900,,www.asphaltgreen.org/camp,0,16,,192,250,34347,True,NYC_DOHMH,0 YEARS - 16 YEARS,,
THE STUDIO SCHOOL,the-studio-school-new-york-7835,school,,117 WEST 95TH STREET,New York,NY,Manhattan,10025,+12126782416,,www.studioschoolnyc.org,2,5,24.0,60,51,7835,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
"UNION SETTLEMENT ASSOCIATION, INC.",union-settlement-association-inc-new-york-1460,school,,1565 MADISON AVENUE,New York,NY,Manhattan,10029,+12128286078,,www.unionsettlement.org,2,5,24.0,60,91,1460,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
"THE EDUCTIONAL ALLIANCE, INC.",the-eductional-alliance-inc-new-york-6440,school,,344 EAST 14 STREET,New York,NY,Manhattan,10003,+12127804338,,www.14streety.org,2,5,24.0,60,88,6440,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
"IMAGINE EARLY LEARNING CENTER, LLC",imagine-early-learning-center-llc-new-york-7054,daycare,,60-62 EAST 97TH STREET,New York,NY,Manhattan,10029,+12124102077,,www.imagineelc.com,0,2,,24,25,7054,True,NYC_DOHMH,0 YEARS - 2 YEARS,,
THE CHILDREN'S AID SOCIETY,the-children-s-aid-society-new-york-6226,school,,1724-26 MADISON AVENUE,New York,NY,Manhattan,10029,+12128310556,,www.childrensaidsociety.org,2,5,24.0,60,60,6226,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
"BELLEVUE DAY CARE CENTER, INC.",bellevue-day-care-center-inc-new-york-7557,daycare,,462 FIRST AVENUE,New York,NY,Manhattan,10016,+12126792393,,www.bellevue-educare.org,0,2,,24,18,7557,True,NYC_DOHMH,0 YEARS - 2 YEARS,,
YOUNG MEN'S CHRISTIAN ASSOCIATION OF GREATER NEW YORK.,young-men-s-christian-association-of-greater-new-york-new-york-5608,school,,224 EAST 47 STREET,New York,NY,Manhattan,10017,+12129122500,,,2,5,24.0,60,29,5608,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
"CATHEDRAL PARKWAY TOWERS PRESCHOOL, INC.",cathedral-parkway-towers-preschool-inc-new-york-4675,school,,125 WEST 109 STREET,New York,NY,Manhattan,10025,+12127490291,,www.cathedralparkwaytowerspreschool.org,2,5,24.0,60,45,4675,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
"Morningside PlayCare, Inc",morningside-playcare-inc-new-york-5639,school,,667 COLUMBUS AVENUE,New York,NY,Manhattan,10025,+19175875628,,,2,5,24.0,60,30,105639,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
MESIVTHA TIFERETH JERUSALEM PRE-SCHOOL,mesivtha-tifereth-jerusalem-pre-school-new-york-2149,school,,145 EAST BROADWAY,New York,NY,Manhattan,10002,+12129642830,,,3,5,36.0,60,0,DC12149,True,NYC_DOHMH,3 YEARS - 5 YEARS,,
"THE RECTOR, WARDENS AND VESTRY OF CHRIST AND ST. STEPHEN'S EPISCOPAL CHURCH",the-rector-wardens-and-vestry-of-christ-and-st-stephen-s-episcopal-church-new-york-0258,school,,122 WEST 69TH STREET,New York,NY,Manhattan,10023,+12127872755,,www.csschurch.org,2,5,24.0,60,58,10258,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
"PLAYGARDEN MADISON PREP, LLC",playgarden-madison-prep-llc-new-york-4822,school,,1366 MADISON AVENUE,New York,NY,Manhattan,10128,+12129659718,,www.playgardenprep.com,2,5,24.0,60,30,104822,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
"GSUC CHILD DEVELOPMENT AND LEARNING CENTER, INC.",gsuc-child-development-and-learning-center-inc-new-york-6917,school,,365 FIFTH AVENUE,New York,NY,Manhattan,10016,+12128177032,,,2,5,24.0,60,27,6917,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
"BRIGHT HORIZONS CHILDREN'S CENTERS, INC.",bright-horizons-children-s-centers-inc-new-york-7680,daycare,,61 HAVEN AVE.,New York,NY,Manhattan,10032,+12129272723,,www.brighthorizons.com,0,2,,24,28,7680,True,NYC_DOHMH,0 YEARS - 2 YEARS,,
THE EPISCOPAL SCHOOL IN THE CITY OF NEW YORK,the-episcopal-school-in-the-city-of-new-york-new-york-4201,school,,35 EAST 69 STREET,New York,NY,Manhattan,10021,+12128799764,,www.episcopalschool.org,2,5,24.0,60,120,4201,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
BANK STREET COLLEGE FAMILY CENTER,bank-street-college-family-center-new-york-5728,school,,610 WEST 112 STREET,New York,NY,Manhattan,10025,+12128754412,,www.bankstreet.edu,2,5,24.0,60,50,5728,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
NY KIDS CLUB,ny-kids-club-new-york-5464,school,,11 5th Ave,New York,NY,Manhattan,10003,+19173638153,,,2,5,24.0,60,30,105464,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
NY KIDS CLUB,ny-kids-club-new-york-5209,camp,,369 3RD AVE,New York,NY,Manhattan,10016,+13473784801,,,0,16,,192,55,105209,True,NYC_DOHMH,0 YEARS - 16 YEARS,,
INTERNATIONAL ACADEMY OF NEW YORK,international-academy-of-new-york-new-york-5049,school,,4 EAST   90 STREET,New York,NY,Manhattan,10128,+12126410260,,,2,5,24.0,60,80,105049,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
INTERNATIONAL ACADEMY OF NEW YORK,international-academy-of-new-york-new-york-5049,school,,4 EAST   90 STREET,New York,NY,Manhattan,10128,+12126410260,,,2,5,24.0,60,80,105049,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
DOWNTOWN  LITTLE  SCHOOL,downtown-little-school-new-york-7167,school,,15 DUTCH STREET,New York,NY,Manhattan,10038,+12127911300,,downtownlittleschool.org,2,5,24.0,60,75,7167,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
BRIGHT HORIZONS  CHILDREN'S CENTERS LLC,bright-horizons-children-s-centers-llc-new-york-6732,school,,575 LEXINGTON AVENUE,New York,NY,Manhattan,10022,+12127586262,,brighthorizons.com/lexingtonave,2,5,24.0,60,14,6732,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
CORLEARS SCHOOL,corlears-school-new-york-2599,school,,324 WEST 15 STREET,New York,NY,Manhattan,10011,+12127412800,,www.corlearsschool.org,3,5,36.0,60,85,DC2599,True,NYC_DOHMH,3 YEARS - 5 YEARS,,
"VICTORIA CHILDREN'S CENTER,  INC.",victoria-children-s-center-inc-new-york-3017,school,,323 GRAND STREET,New York,NY,Manhattan,10002,+12126251828,,www.victoriachildrensgroup.com,2,5,24.0,60,134,63017,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
CATHEDRAL CHURCH OF ST. JOHN THE DIVINE IN THE CITY AND DIOCESES OF NEW YORK,cathedral-church-of-st-john-the-divine-in-the-city-and-dioceses-of-new-york-new-york-7157,school,,1047 AMSTERDAM AVENUE,New York,NY,Manhattan,10025,+12123167530,,www.actprograms.org,2,5,24.0,60,29,7157,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
STEPHEN WISE FREE SYNAGOGUE,stephen-wise-free-synagogue-new-york-4899,daycare,,30 WEST 68TH STREET,New York,NY,Manhattan,10023,+12128774050,,ecc.swfs.org,0,2,,24,20,4899,True,NYC_DOHMH,0 YEARS - 2 YEARS,,
RISING GROUND INC.,rising-ground-inc-new-york-6417,school,,1751 PARK AVENUE,New York,NY,Manhattan,10035,+13477589128,,www.leakeandwatts.org,2,5,24.0,60,89,96417,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
PS OF THE ARTS,ps-of-the-arts-new-york-3021,school,,337 2ND AVENUE,New York,NY,Manhattan,10003,+12126777375,,www.nycpreschool.org,2,5,24.0,60,54,73021,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
