centername,legalname,building,street,borough,zipcode,phone,permitnumber,permitexp,status,agerange,maximumcapacity,dc_id,programtype,facilitytype,childcaretype,bin,url,datepermitted,actual,violationratepercent,violationavgratepercent,totaleducationalworkers,averagetotaleducationalworkers,publichealthhazardviolationrate,averagepublichealthhazardiolationrate,criticalviolationrate,avgcriticalviolationrate,inspectiondate,regulationsummary,violationstatus,inspectionsummaryresult,violationcategory,healthcodesubsection
ASSOCIATION TO BENEFIT CHILDREN,ASSOCIATION TO BENEFIT CHILDREN,419,EAST 86TH STREET,MANHATTAN,10028,212-845-3821,6390,2023-08-06T00:00:00.000,Permitted,2 YEARS - 5 YEARS,120,DC14857,PRESCHOOL,GDC,Child Care - Pre School,1083281,www.a-b-c.org,2005-08-06T00:00:00.000,N,28.5714,21.905,29,11.9769,14.2857,6.1285,28.5714,18.9541,2020-10-01T00:00:00.000,There were no new violations observed at the time of this inspection/visit.,N/A,Initial Annual Inspection - Passed inspection with no violations,,
UNIVERSITY SETTLEMENT SOCIETY  OF NEW YORK,UNIVERSITY SETTLEMENT SOCIETY OF NEW YORK,184,ELDRIDGE STREET,MANHATTAN,10002,212-453-4511,6822,2022-03-23T00:00:00.000,Expired-In Renewal,0 YEARS - 2 YEARS,8,DC14874,INFANT TODDLER,GDC,Child Care - Infants/Toddlers,1005483,www.universitysettlement.org,2005-03-23T00:00:00.000,N,28.5714,17.4391,6,8.4034,0,4.9984,28.5714,15.3835,2021-03-10T00:00:00.000,There were no new violations observed at the time of this inspection/visit.,N/A,Initial Annual Inspection - Passed inspection with no violations,,
INTERNATIONAL ACADEMY OF NEW YORK,International Academy of New York,4,EAST   90 STREET,MANHATTAN,10128,212-641-0260,105049,2023-09-19T00:00:00.000,Permitted,2 YEARS - 5 YEARS,80,DC38100,PRESCHOOL,GDC,Child Care - Pre School,1046979,,2019-09-19T13:02:42.000,Y,75,21.905,4,11.9769,25,6.1285,75,18.9541,2021-05-26T00:00:00.000,At time of inspection lavatory facilities failed to be provided with child high/accessible toilets and sinks.,CORRECTED,Initial Annual Inspection - Reinspection Required,CRITICAL,47.43(f)
THE HUDSON GUILD,THE HUDSON GUILD,459,WEST 26 STREET,MANHATTAN,10001,212-760-9830,6089,2022-06-23T00:00:00.000,Expired-In Renewal,2 YEARS - 5 YEARS,144,DC2161,PRESCHOOL,GDC,Child Care - Pre School,1083583,www.hudsonguild.org,2004-03-24T00:00:00.000,N,0,21.905,12,11.9769,0,6.1285,0,18.9541,2022-04-12T00:00:00.000,"Plumbing and plumbing fixtures Not properly connected, vented, drained; Not installed and maintained in commercial building",CORRECTED,Initial Annual Inspection - Reinspection Not Required,GENERAL,131.09(c)
ALL MY CHILDREN DAY CARE & NURSERY SCHOOL,ALL MY CHILDREN DAY CARE & NURSERY SCHOOL,110,RIDGE STREET,MANHATTAN,10002,212-466-6262,76817,2024-12-05T00:00:00.000,Permitted,0 YEARS - 2 YEARS,37,DC31933,INFANT TODDLER,GDC,Child Care - Infants/Toddlers,1004096,www.allmychildrendaycare.com,2014-12-05T00:00:00.000,Y,0,17.4391,10,8.4034,0,4.9984,0,15.3835,2021-01-11T00:00:00.000,There were no new violations observed at the time of this inspection/visit.,N/A,Initial Annual Inspection - Passed inspection with no violations,,
GUIDEPOST MONTESSORI AT COLUMBUS SQUARE,HGE FIC F LLC,775,COLUMBUS AVE,MANHATTAN,10025,551-333-1337,105788,2024-08-16T00:00:00.000,Permitted,0 YEARS - 2 YEARS,18,DC37574,INFANT TODDLER,GDC,Child Care - Infants/Toddlers,1088481,https://polis.school,2022-08-16T14:50:18.000,Y,50,17.4391,7,8.4034,0,4.9984,50,15.3835,2023-04-04T00:00:00.000,"Training in SIDS, Shaken Baby Syndrome and Safe Sleep practices Not provided to staff",CORRECTED,Initial Annual Inspection - Reinspection Required; Fines pending,CRITICAL,47.37(b)(4)
CONGREGATION RODEPH SHOLOM K.J.,CONGREGATION RODEPH SCHOLEM K.J.,10,WEST 84 STREET,MANHATTAN,10024,646-438-8520,84297,2023-03-31T00:00:00.000,Expired-In Renewal,2 YEARS - 5 YEARS,331,DC32373,PRESCHOOL,GDC,Child Care - Pre School,1081036,www.rodephsholomschool.org,2015-03-31T00:00:00.000,Y,20,21.905,19,11.9769,20,6.1285,20,18.9541,2021-06-09T00:00:00.000,There were no new violations observed at the time of this inspection/visit.,N/A,Initial Annual Inspection - Passed inspection with no violations,,
"BRIGHT HORIZONS  CHILDREN'S CENTERS, LLC","BRIGHT HORIZONS CHILDREN'S CENTERS, LLC",409,EAST 60TH STREET,MANHATTAN,10022,212-750-4534,51198,2023-08-27T00:00:00.000,Permitted,2 YEARS - 5 YEARS,24,DC25326,PRESCHOOL,GDC,Child Care - Pre School,1045274,www.brighthorizons.com,2013-08-27T00:00:00.000,Y,25,21.905,8,11.9769,0,6.1285,25,18.9541,2022-03-31T00:00:00.000,There were no new violations observed at the time of this inspection/visit.,N/A,Initial Annual Inspection - Passed inspection with no violations,,
"CENTER FOR LIFE AND FAITH, INC.","CENTER FOR LIFE AND FAITH, INC.",325,EAST  101 STREET,MANHATTAN,10029,212-831-5506,104621,2024-10-16T00:00:00.000,Permitted,2 YEARS - 5 YEARS,55,DC36224,PRESCHOOL,GDC,Child Care - Pre School,1052654,WWW.BTWPRESCHOOL@GMAIL,2018-10-16T15:31:25.000,Y,0,21.905,3,11.9769,0,6.1285,0,18.9541,2021-09-24T00:00:00.000,There were no new violations observed at the time of this inspection/visit.,N/A,Initial Annual Inspection - Passed inspection with no violations,,
THE BRICK PRESBYTERIAN CHURCH IN THE CITY OF NEW YORK,THE BRICK PRESBYTERIAN CHURCH IN THE CITY OF NEW YORK,62,EAST 92 STREET,MANHATTAN,10128,212-289-5683,411,2024-07-25T00:00:00.000,Permitted,2 YEARS - 5 YEARS,161,DC2414,PRESCHOOL,GDC,Child Care - Pre School,1047027,www.brickchurchschool.org,2004-05-12T00:00:00.000,N,25,21.905,39,11.9769,0,6.1285,25,18.9541,2021-05-26T00:00:00.000,All teachers have Not received training in infectious disease control and reporting.,CORRECTED,Initial Annual Inspection - Reinspection Required,CRITICAL,47.37(b)(2)
YOUNG MEN'S CHRISTIAN ASSOCIATION OF GREATER NEW YORK,YOUNG MEN'S CHRISTIAN ASSOCIATION OF GREATER NEW YORK,232-26,EAST 47 STREET,MANHATTAN,10017,212-912-2517,5562,2023-02-12T00:00:00.000,Expired-In Renewal,2 YEARS - 5 YEARS,15,DC1134,PRESCHOOL,GDC,Child Care - Pre School,1037604,,2004-12-09T00:00:00.000,N,0,21.905,4,11.9769,0,6.1285,0,18.9541,2021-04-08T00:00:00.000,There were no new violations observed at the time of this inspection/visit.,N/A,Initial Annual Inspection - Passed inspection with no violations,,
YOUNG MEN'S CHRISTIAN ASSOCIATION OF GREATER NEW YORK,YOUNG MEN'S CHRISTIAN ASSOCIATION OF GREATER NEW YORK,232-26,EAST 47 STREET,MANHATTAN,10017,212-912-2517,5562,2023-02-12T00:00:00.000,Expired-In Renewal,2 YEARS - 5 YEARS,15,DC1134,PRESCHOOL,GDC,Child Care - Pre School,1037604,,2004-12-09T00:00:00.000,N,0,21.905,4,11.9769,0,6.1285,0,18.9541,2021-04-08T00:00:00.000,There were no new violations observed at the time of this inspection/visit.,N/A,Initial Annual Inspection - Passed inspection with no violations,,
MORNINGSIDE MONTESSORI SCHOOL,MORNINGSIDE MONTESSORI SCHOOL,251,WEST 100 STREET,MANHATTAN,10025,212-316-1555,7509,2023-06-02T00:00:00.000,Permitted,2 YEARS - 5 YEARS,59,DC11199,PRESCHOOL,GDC,Child Care - Pre School,1056474,www.morningsidemontessori.org,2005-04-15T00:00:00.000,Y,0,21.905,5,11.9769,0,6.1285,0,18.9541,2021-02-23T00:00:00.000,There were no new violations observed at the time of this inspection/visit.,N/A,Initial Annual Inspection - Passed inspection with no violations,,
BRIGHT HORIZONS CHILDREN'S CENTER,"BRIGHT HORIZONS CHILDREN'S CENTER, INC.",18,EAST 48TH STREET,MANHATTAN,10017,212-644-3206,6866,2024-07-16T00:00:00.000,Permitted,2 YEARS - 5 YEARS,23,DC14468,PRESCHOOL,GDC,Child Care - Pre School,1035422,,2004-07-16T00:00:00.000,N,0,21.905,5,11.9769,0,6.1285,0,18.9541,2022-10-31T00:00:00.000,There were no new violations observed at the time of this inspection/visit.,N/A,Initial Annual Inspection - Passed inspection with no violations,,
MSH 1456 LLC,MSH 1456 LLC,1456,FIRST AVENUE,MANHATTAN,10021,212-879-3495,104309,2023-12-07T00:00:00.000,Permitted,2 YEARS - 5 YEARS,26,DC35390,PRESCHOOL,GDC,Child Care - Pre School,1081245,MANHATTANSCHOOLHOUSE.COM,2017-12-07T15:28:03.000,Y,0,21.905,6,11.9769,0,6.1285,0,18.9541,2022-10-03T00:00:00.000,There were no new violations observed at the time of this inspection/visit.,N/A,Monitoring Inspection Non-Routine - Passed inspection with no violations,,
FRANKLIN PLAZA EARLY CHILDHOOD CENTER,"UNION SETTLEMENT ASSOCIATION, INC.",2081,SECOND AVENUE,MANHATTAN,10029,212-828-6052,7460,2023-09-26T00:00:00.000,Permitted,2 YEARS - 5 YEARS,60,DC14452,PRESCHOOL,GDC,Child Care - Pre School,1080693,www.unionsettlement.org,2005-09-26T00:00:00.000,N,20,21.905,7,11.9769,20,6.1285,20,18.9541,2021-10-13T00:00:00.000,There were no new violations observed at the time of this inspection/visit.,N/A,Initial Annual Inspection - Passed inspection with no violations,,
NYU LANGONE HEALTH CHILD CARE CENTER,BRIGHT HORIZONS CHILDREN'S CENTER LLC,1,Park Avenue,MANHATTAN,10016,646-754-7004,104617,2022-10-09T00:00:00.000,Expired-In Renewal,0 YEARS - 2 YEARS,76,DC36793,INFANT TODDLER,GDC,Child Care - Infants/Toddlers,1018472,BRIGHTHORIZONS.COM/NYULANGONE,2018-10-09T15:22:47.000,Y,16.6667,17.4391,16,8.4034,0,4.9984,16.6667,15.3835,2022-05-04T00:00:00.000,There were no new violations observed at the time of this inspection/visit.,N/A,Initial Annual Inspection - Passed inspection with no violations,,
COLUMBIA UNIVERSITY LITTLE LIONS CAMP,TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK,3030,Broadway,MANHATTAN,10027,212-854-2233,34045,2022-09-15T00:00:00.000,Expired-In Renewal,0 YEARS - 16 YEARS,100,DC23691,ALL AGE CAMP,Camp,Camp,1084472,perec.columbia.edu/littlelionscamp,2013-05-21T00:00:00.000,N,100,26.8868,0,1,100,14.2558,100,21.8553,2022-07-21T00:00:00.000,Camp equipment Not maintained; Not of safe design or properly installed,CORRECTED,Initial Annual Inspection - Reinspection Not Required,CRITICAL,48.15(c)
"T. R. LITTLE PEOPLE, LTD.","T. R. LITTLE PEOPLE, LTD",127,EAST 90TH STREET,MANHATTAN,10128,212-860-8116,7794,2023-08-28T00:00:00.000,Permitted,2 YEARS - 5 YEARS,8,DC17361,PRESCHOOL,GDC,Child Care - Pre School,1048251,www.thehouseoflittlepeople.org,2007-08-28T00:00:00.000,Y,66.6667,21.905,2,11.9769,0,6.1285,66.6667,18.9541,2022-01-19T00:00:00.000,Fire extinguishers observed Not to be inspected or maintained at time of inspection.,CORRECTED,Initial Annual Inspection - Reinspection Required; Fines pending,CRITICAL,47.59(b)
METROKIDS CRADLE (SOUTH END) INC.,MetroKids Cradle (South End) Inc.,25,Market  Street,MANHATTAN,10002,212-577-2710,104666,2022-12-04T00:00:00.000,Expired-In Renewal,2 YEARS - 5 YEARS,231,DC36980,PRESCHOOL,GDC,Child Care - Pre School,1077812,,2018-12-04T11:54:08.000,Y,25,21.905,9,11.9769,0,6.1285,25,18.9541,2021-08-25T00:00:00.000,Child care service fails to conduct and document daily health assessment of incoming children. Individual Not trained to identify disease.,CORRECTED,Initial Annual Inspection - Reinspection Required; Fines pending,GENERAL,47.27(b)
DEWITT REFORMED CHURCH,DEWITT REFORMED CHURCH,280,RIVINGTON STREET,MANHATTAN,10002,212-254-3070,2090,2024-10-05T00:00:00.000,Permitted,,65,DC1241,PRESCHOOL,GDC,Child Care - Pre School,1004060,,2004-10-05T00:00:00.000,N,16.6667,21.905,9,11.9769,0,6.1285,16.6667,18.9541,2021-08-17T00:00:00.000,There were no new violations observed at the time of this inspection/visit.,N/A,Initial Annual Inspection - Passed inspection with no violations,,
"PLAYGARDEN ASSOCIATES, LLC","PLAYGARDEN ASSOCIATES, LLC",95,FRANKLIN  STREET,MANHATTAN,10013,212-965-9717,104392,2024-05-14T00:00:00.000,Permitted,2 YEARS - 5 YEARS,40,DC34282,PRESCHOOL,GDC,Child Care - Pre School,1001895,PLAYGARDENNYC.COM,2018-05-14T13:00:02.000,Y,16.6667,21.905,5,11.9769,0,6.1285,16.6667,18.9541,2022-04-05T00:00:00.000,There were no new violations observed at the time of this inspection/visit.,N/A,Initial Annual Inspection - Passed inspection with no violations,,
GODDARD RIVERSIDE COMMUNITY CENTER,GODDARD RIVERSIDE COMMUNITY CENTER,114,WEST 91 STREET,MANHATTAN,10024,212-873-6865,2061,2022-02-11T00:00:00.000,Expired-In Renewal,2 YEARS - 5 YEARS,93,DC2155,PRESCHOOL,GDC,Child Care - Pre School,1077128,www.goddard.org,2003-05-12T00:00:00.000,N,25,21.905,7,11.9769,25,6.1285,0,18.9541,2020-10-08T00:00:00.000,There were no new violations observed at the time of this inspection/visit.,N/A,Monitoring Inspection Non-Routine - Passed inspection with no violations,,
WEST HARLEM COMMUNITY ORGANIZATION INC.,"WEST HARLEM COMMUNITY ORGANIZATION, INC.",121,WEST 128 STREET,MANHATTAN,10027,212-665-7586,6868,2023-06-26T00:00:00.000,Permitted,2 YEARS - 5 YEARS,150,DC2914,PRESCHOOL,GDC,Child Care - Pre School,1057938,,2003-05-01T00:00:00.000,N,20,21.905,21,11.9769,0,6.1285,20,18.9541,2021-10-07T00:00:00.000,There were no new violations observed at the time of this inspection/visit.,N/A,Initial Annual Inspection - Passed inspection with no violations,,
YOUNG MEN'S CHRISTIAN ASSOCIATION OF GREATER NEW YORK,YOUNG MEN'S CHRISTIAN ASSOCIATION OF GREATER NEW YORK,5,WEST 63 STREET,MANHATTAN,10023,212-912-2652,5205,2023-09-19T00:00:00.000,Permitted,0 YEARS - 2 YEARS,30,DC2224,INFANT TODDLER,GDC,Child Care - Infants/Toddlers,1027468,ymcanyc.org/westside,2004-07-01T00:00:00.000,N,14.2857,17.4391,7,8.4034,0,4.9984,14.2857,15.3835,2023-01-12T00:00:00.000,There were no new violations observed at the time of this inspection/visit.,N/A,Initial Annual Inspection - Passed inspection with no violations,,
"BRIGHT HORIZONS CHILDREN'S CENTERS, INC.","BRIGHT HORIZONS CHILDREN'S CENTERS, INC.",4,TIMES SQUARE,MANHATTAN,10036,212-840-3336,7111,2025-02-18T00:00:00.000,Permitted,2 YEARS - 5 YEARS,10,DC14801,PRESCHOOL,GDC,Child Care - Pre School,1000000,www.brighthorizons.com/timessquare,2005-02-18T00:00:00.000,Y,0,21.905,4,11.9769,0,6.1285,0,18.9541,2021-09-23T00:00:00.000,There were no new violations observed at the time of this inspection/visit.,N/A,Initial Annual Inspection - Passed inspection with no violations,,
Arc En Ciel,VHG GROUP INC.,1656,3RD AVENUE,MANHATTAN,10128,212-410-0180,76337,2020-12-01T00:00:00.000,Expired-In Renewal,2 YEARS - 5 YEARS,30,DC32494,PRESCHOOL,GDC,Child Care - Pre School,1078543,www.arcencielny.com,2014-12-01T00:00:00.000,Y,25,21.905,7,11.9769,0,6.1285,25,18.9541,2021-04-20T00:00:00.000,At time of inspection floors/walls ceilings were observed Not maintained; in disrepair or covered in a toxic finish.,CORRECTED,Initial Annual Inspection - Reinspection Not Required,GENERAL,47.41(j)
BRIGHT HORIZONS  CHILDREN'S CENTERS LLC,BRIGHT HORIZONS CHILDREN'S CENTERS LLC,575,LEXINGTON AVENUE,MANHATTAN,10022,212-758-6262,6731,2023-10-18T00:00:00.000,Permitted,0 YEARS - 2 YEARS,16,DC1137,INFANT TODDLER,GDC,Child Care - Infants/Toddlers,1036461,www.brighthorizons.com/backup,2004-05-08T00:00:00.000,N,0,17.4391,8,8.4034,0,4.9984,0,15.3835,2022-10-07T00:00:00.000,There were no new violations observed at the time of this inspection/visit.,N/A,Monitoring Inspection Non-Routine - Passed inspection with no violations,,
THE TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK,THE TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK,21,CLAREMONT AVENUE,MANHATTAN,10027,212-854-9601,1818,2024-09-28T00:00:00.000,Permitted,,32,DC3037,PRESCHOOL,GDC,Child Care - Pre School,1059819,www.tompkinshall.columbia.edu,2004-06-17T00:00:00.000,N,16.6667,21.905,7,11.9769,0,6.1285,16.6667,18.9541,2023-04-17T00:00:00.000,There were no new violations observed at the time of this inspection/visit.,N/A,Initial Annual Inspection - Passed inspection with no violations,,
"THE EAST HARLEM BLOCK NURSERY, INC.","THE EAST HARLEM BLOCK NURSERY, INC.",1299,AMSTERDAM AVENUE,MANHATTAN,10027,212-666-6000,8281,2023-05-23T00:00:00.000,Permitted,2 YEARS - 5 YEARS,68,DC21651,PRESCHOOL,GDC,Child Care - Pre School,1084095,www.eastharlemblocknursery.org,2011-05-23T00:00:00.000,Y,0,21.905,7,11.9769,0,6.1285,0,18.9541,2022-01-26T00:00:00.000,Walls and ceilings doors windows and interior components of food storage food preparation and utensil-washing areas are smooth and Non-absorbent constructed of hard light colored material easily cleanable and in good repair,CORRECTED,Initial Annual Inspection - Reinspection Not Required,GENERAL,81.17(e)(2)
EVERBROOK ACADEMY,"TUTOR TIME LEARNING CENTERS,LLC",225,EAST 38 STREET,MANHATTAN,10016,212-682-8080,7192,2024-03-25T00:00:00.000,Permitted,2 YEARS - 5 YEARS,58,DC14339,PRESCHOOL,GDC,Child Care - Pre School,1087340,,2003-10-13T00:00:00.000,N,12.5,21.905,13,11.9769,0,6.1285,12.5,18.9541,2021-06-03T00:00:00.000,There were no new violations observed at the time of this inspection/visit.,N/A,Initial Annual Inspection - Passed inspection with no violations,,
KINDERCARE EDUCATION AT WORK  LLC,KINDERCARE EDUCATION AT WORK  LLC,311,Greenwich  Street,MANHATTAN,10013,212-962-1316,104383,2024-04-17T00:00:00.000,Permitted,2 YEARS - 5 YEARS,80,DC36401,PRESCHOOL,GDC,Child Care - Pre School,1075706,,2018-04-17T15:47:59.000,Y,28.5714,21.905,8,11.9769,0,6.1285,28.5714,18.9541,2022-02-11T00:00:00.000,There were no new violations observed at the time of this inspection/visit.,N/A,Initial Annual Inspection - Passed inspection with no violations,,
"CHILDREN'S CENTER OF JOHN JAY COLLEGE OF CRIMINAL JUSTICE, INC.",CHILDREN'S CENTER OF JOHN JAY COLLEGE,860,11TH AVENUE,MANHATTAN,10019,212-393-6438,47618,2023-07-11T00:00:00.000,Permitted,0 YEARS - 2 YEARS,14,DC22047,INFANT TODDLER,GDC,Child Care - Infants/Toddlers,1027084,WWW.JJAY.CINU.EDU/CHILDRENSCEN,2013-07-11T00:00:00.000,Y,0,17.4391,8,8.4034,0,4.9984,0,15.3835,2022-05-05T00:00:00.000,There were no new violations observed at the time of this inspection/visit.,N/A,Initial Annual Inspection - Passed inspection with no violations,,
THE BREARLEY SCHOOL,THE BREARLY SCHOOL,590,East 83 Street,MANHATTAN,10028,212-570-8530,105205,1900-01-01T00:00:00.000,Active,3 YEARS - 5 YEARS,0,DC39108,PRESCHOOL,SBCC,School Based Child Care,1089903,,,,50,45.1817,0,8.0094,50,23.3017,0,35.2291,2022-10-27T00:00:00.000,School-based child care staff observed caring for children while unhealthy. Staff medical certificate of fitness Not provided.,CORRECTED,Initial Annual Inspection - Reinspection Required,GENERAL,43.11(b)
"T. R. LITTLE PEOPLE, LTD.","T. R. LITTLE PEOPLE, LTD",127,EAST 90TH STREET,MANHATTAN,10128,212-860-8116,7794,2023-08-28T00:00:00.000,Permitted,2 YEARS - 5 YEARS,8,DC17361,PRESCHOOL,GDC,Child Care - Pre School,1048251,www.thehouseoflittlepeople.org,2007-08-28T00:00:00.000,Y,66.6667,21.905,2,11.9769,0,6.1285,66.6667,18.9541,2021-03-04T00:00:00.000,There were no new violations observed at the time of this inspection/visit.,N/A,Initial Annual Inspection - Passed inspection with no violations,,
"Friends of the German International School of New York, Inc.","Friends of the German International School of New York, Inc.",244,WEST 14TH STREET,MANHATTAN,10011,212-206-1137,19017,2024-07-17T00:00:00.000,Permitted,2 YEARS - 5 YEARS,89,DC22599,PRESCHOOL,GDC,Child Care - Pre School,1011099,www.pusteblumenyc.org,2012-07-17T00:00:00.000,Y,28.5714,21.905,3,11.9769,0,6.1285,28.5714,18.9541,2021-05-27T00:00:00.000,At time of inspection floors/walls ceilings were observed Not maintained; in disrepair or covered in a toxic finish.,CORRECTED,Initial Annual Inspection - Passed inspection; Violations corrected at time of inspection,GENERAL,47.41(j)
BRIGHT HORIZONS AT WEST 53RD,Bright Horizons Children's Centers LLC,540,West 53 Street,MANHATTAN,10019,332-232-8005,105479,2023-08-24T00:00:00.000,Permitted,2 YEARS - 5 YEARS,51,DC38593,PRESCHOOL,GDC,Child Care - Pre School,1000000,,2021-08-24T14:37:31.000,Y,33.3333,21.905,6,11.9769,0,6.1285,33.3333,18.9541,2022-03-10T00:00:00.000,There were no new violations observed at the time of this inspection/visit.,N/A,Initial Annual Inspection - Passed inspection with no violations,,
"CHINESE-AMERICAN PLANNING COUNCIL, INC.","CHINESE-AMERICAN PLANNING COUNCIL, INC.",108,AVENUE D,MANHATTAN,10009,212-533-9138,6408,2024-01-09T00:00:00.000,Permitted,2 YEARS - 5 YEARS,60,DC14345,PRESCHOOL,GDC,Child Care - Pre School,1077507,cpc-nyc.org,2004-01-07T00:00:00.000,N,0,21.905,7,11.9769,0,6.1285,0,18.9541,2022-12-15T00:00:00.000,There were no new violations observed at the time of this inspection/visit.,N/A,Initial Annual Inspection - Passed inspection with no violations,,
ASSOCIATION TO BENEFIT CHILDREN,ASSOCIATION TO BENEFIT CHILDREN,1841,PARK AVENUE,MANHATTAN,10035,646-459-6091,7309,2024-12-15T00:00:00.000,Permitted,,125,DC1135,PRESCHOOL,GDC,Child Care - Pre School,1054495,www.a-b-c.org,2004-11-16T00:00:00.000,N,0,21.905,51,11.9769,0,6.1285,0,18.9541,2023-01-23T00:00:00.000,There were no new violations observed at the time of this inspection/visit.,N/A,Initial Annual Inspection - Passed inspection with no violations,,
CHINESE AMERICAN PLANNING COUNCIL. INC.,CHINESE AMERICAN PLANNING COUNCIL. INC.,115,CHRYSTIE STREET,MANHATTAN,10002,212-219-2286,6521,2023-08-02T00:00:00.000,Permitted,2 YEARS - 5 YEARS,79,DC2627,PRESCHOOL,GDC,Child Care - Pre School,1005645,www.cpc-nyc.org,2002-03-25T00:00:00.000,N,33.3333,21.905,8,11.9769,16.6667,6.1285,33.3333,18.9541,2021-12-21T00:00:00.000,There were no new violations observed at the time of this inspection/visit.,N/A,Monitoring Inspection Non-Routine - Previously cited violations corrected,,
